date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:09:52	3332/3332	---MCZ	200	added ('OK')	text/css	date:Wed,%2009%20Sep%202020%2011:01:46%20GMT	http://dfsdeals.co.za/wp-content/plugins/woo-variation-swatches/assets/css/frontend-tooltip.min.css?ver=1.0.85	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/plugins/woo-variation-swatches/assets/css/frontend-tooltip.minf0d3.css	(from http://dfsdeals.co.za/)
02:09:54	591136/591136	---MCZ	200	added ('OK')	text/css	date:Thu,%2010%20Sep%202020%2020:08:44%20GMT	http://dfsdeals.co.za/wp-content/uploads/dynamic_avia/avia-merged-styles-8101cc12110a437b26ee2186e11bb235.css	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/dynamic_avia/avia-merged-styles-8101cc12110a437b26ee2186e11bb235.css	(from http://dfsdeals.co.za/)
02:09:55	10056/10056	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2009%20Sep%202020%2010:13:40%20GMT	http://dfsdeals.co.za/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://dfsdeals.co.za/)
02:09:57	96873/96873	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2009%20Sep%202020%2010:13:40%20GMT	http://dfsdeals.co.za/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-includes/js/jquery/jquery4a5f.js	(from http://dfsdeals.co.za/)
02:09:58	792/792	---MCZ	200	added ('OK')	text/xml	date:Fri,%2011%20Sep%202020%2000:09:55%20GMT	http://dfsdeals.co.za/xmlrpc.php?rsd	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/xmlrpc0db0.php	(from http://dfsdeals.co.za/)
02:09:58	1045/1045	---MCZ	200	added ('OK')	application/xml	date:Wed,%2009%20Sep%202020%2010:13:40%20GMT	http://dfsdeals.co.za/wp-includes/wlwmanifest.xml	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-includes/wlwmanifest.xml	(from http://dfsdeals.co.za/)
02:10:00	2197/2197	---MCZ	200	added ('OK')	application/json	date:Fri,%2011%20Sep%202020%2000:09:59%20GMT	http://dfsdeals.co.za/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdfsdeals.co.za%2F	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-json/oembed/1.0/embedf9e9.json	(from http://dfsdeals.co.za/)
02:10:00	759927/759927	---MCZ	200	added ('OK')	application/json	date:Fri,%2011%20Sep%202020%2000:09:56%20GMT	http://dfsdeals.co.za/wp-json/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-json/index.html	(from http://dfsdeals.co.za/)
02:10:00	2291/2291	---MCZ	200	added ('OK')	text/xml	date:Fri,%2011%20Sep%202020%2000:10:01%20GMT	http://dfsdeals.co.za/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdfsdeals.co.za%2F&format=xml	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-json/oembed/1.0/embedc249	(from http://dfsdeals.co.za/)
02:10:01	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Fri,%2011%20Sep%202020%2000:10:02%20GMT	http://dfsdeals.co.za/xmlrpc.php	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/xmlrpc.php	(from http://dfsdeals.co.za/)
02:10:02	7063/7063	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Sep%202020%2010:19:21%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/ezgif.com-webp-to-png-1.png	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/ezgif.com-webp-to-png-1.png	(from http://dfsdeals.co.za/)
02:10:02	1797/1797	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Sep%202020%2010:33:22%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/cropped-ezgif.com-webp-to-png-1-32x32.png	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/cropped-ezgif.com-webp-to-png-1-32x32.png	(from http://dfsdeals.co.za/)
02:10:02	27626/27626	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Sep%202020%2010:33:22%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/cropped-ezgif.com-webp-to-png-1-192x192.png	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/cropped-ezgif.com-webp-to-png-1-192x192.png	(from http://dfsdeals.co.za/)
02:10:07	32242/32242	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Sep%202020%2010:33:22%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/cropped-ezgif.com-webp-to-png-1-180x180.png	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/cropped-ezgif.com-webp-to-png-1-180x180.png	(from http://dfsdeals.co.za/)
02:10:09	30804/30804	---M--	200	added ('OK')	font/woff	date:Wed,%2009%20Sep%202020%2010:13:41%20GMT	http://dfsdeals.co.za/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello.woff	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello.woff	(from http://dfsdeals.co.za/)
02:10:09	47528/47528	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2009%20Sep%202020%2010:13:41%20GMT	http://dfsdeals.co.za/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello.eot?	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontellod41d.eot	(from http://dfsdeals.co.za/)
02:10:09	47528/47528	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2009%20Sep%202020%2010:13:41%20GMT	http://dfsdeals.co.za/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello.eot	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello.eot	(from http://dfsdeals.co.za/)
02:10:11	112121/112121	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2009%20Sep%202020%2010:13:41%20GMT	http://dfsdeals.co.za/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello.svg	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello.svg	(from http://dfsdeals.co.za/)
02:10:15	36685/36685	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:10:11%20GMT	http://dfsdeals.co.za/my-account/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/my-account/index.html	(from http://dfsdeals.co.za/)
02:10:16	24119/24119	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Sep%202020%2019:55:16%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/61823862_2504301556276326_8230057212093923328_n-1-300x102.jpg	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/61823862_2504301556276326_8230057212093923328_n-1-300x102.jpg	(from http://dfsdeals.co.za/)
02:10:16	47332/47332	---M--	200	added ('OK')	font/ttf	date:Wed,%2009%20Sep%202020%2010:13:41%20GMT	http://dfsdeals.co.za/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello.ttf	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello.ttf	(from http://dfsdeals.co.za/)
02:10:20	58614/58614	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:10:17%20GMT	http://dfsdeals.co.za/shop/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/shop/index.html	(from http://dfsdeals.co.za/)
02:10:21	51273/51273	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:10:17%20GMT	http://dfsdeals.co.za/product-category/t-shirts/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/product-category/t-shirts/index.html	(from http://dfsdeals.co.za/)
02:10:24	80201/80201	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:10:17%20GMT	http://dfsdeals.co.za/cart/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/cart/index.html	(from http://dfsdeals.co.za/)
02:10:26	41283/41283	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:10:22%20GMT	http://dfsdeals.co.za/product-category/workwear/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/product-category/workwear/index.html	(from http://dfsdeals.co.za/)
02:10:26	50973/50973	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:10:25%20GMT	http://dfsdeals.co.za/product-category/golf-shirts/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/product-category/golf-shirts/index.html	(from http://dfsdeals.co.za/)
02:10:27	42299/42299	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:10:27%20GMT	http://dfsdeals.co.za/product-category/sweaters/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/product-category/sweaters/index.html	(from http://dfsdeals.co.za/)
02:10:30	42418/42418	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:10:28%20GMT	http://dfsdeals.co.za/product-category/lightweight-jackets/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/product-category/lightweight-jackets/index.html	(from http://dfsdeals.co.za/)
02:10:54	285944/285944	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Sep%202020%2008:40:13%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/pexels-spencer-selover-428340-1500x430.jpg	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/pexels-spencer-selover-428340-1500x430.jpg	(from http://dfsdeals.co.za/)
02:10:56	43753/43753	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:10:55%20GMT	http://dfsdeals.co.za/product-category/bottoms/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/product-category/bottoms/index.html	(from http://dfsdeals.co.za/)
02:11:01	230924/230924	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Sep%202020%2008:39:59%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/pexels-andrea-piacquadio-3777556-1500x430.jpg	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/pexels-andrea-piacquadio-3777556-1500x430.jpg	(from http://dfsdeals.co.za/)
02:11:02	41960/41960	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:11:02%20GMT	http://dfsdeals.co.za/product-category/bodywarmers/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/product-category/bodywarmers/index.html	(from http://dfsdeals.co.za/)
02:11:04	34818/34818	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Sep%202020%2019:55:09%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/Essential-Lockdown-Unisex-T-Shirt-Navy-300x300.jpg	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/Essential-Lockdown-Unisex-T-Shirt-Navy-300x300.jpg	(from http://dfsdeals.co.za/)
02:11:05	32899/32899	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:11:05%20GMT	http://dfsdeals.co.za/delivery/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/delivery/index.html	(from http://dfsdeals.co.za/)
02:11:08	28360/28360	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Sep%202020%2019:55:06%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/BAS-3000-O_default-1-scaled-300x300.jpg	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/BAS-3000-O_default-1-scaled-300x300.jpg	(from http://dfsdeals.co.za/)
02:11:09	35184/35184	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:11:09%20GMT	http://dfsdeals.co.za/contact/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/contact/index.html	(from http://dfsdeals.co.za/)
02:11:14	48617/48617	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Sep%202020%2019:54:37%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/ALT-LND-N_default-300x300.jpg	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/ALT-LND-N_default-300x300.jpg	(from http://dfsdeals.co.za/)
02:11:14	29702/29702	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Sep%202020%2019:55:08%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/ALT-ECN-N_default_700x-300x300.jpg	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/ALT-ECN-N_default_700x-300x300.jpg	(from http://dfsdeals.co.za/)
02:11:16	35732/35732	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:11:15%20GMT	http://dfsdeals.co.za/about/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/about/index.html	(from http://dfsdeals.co.za/)
02:11:17	32118/32118	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:11:17%20GMT	http://dfsdeals.co.za/request-a-quote/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/request-a-quote/index.html	(from http://dfsdeals.co.za/)
02:11:21	323126/323126	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Sep%202020%2008:40:41%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/pexels-andrea-piacquadio-3762806-1500x430.jpg	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/pexels-andrea-piacquadio-3762806-1500x430.jpg	(from http://dfsdeals.co.za/)
02:11:22	31866/31866	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:11:22%20GMT	http://dfsdeals.co.za/?s=	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/index1919.html	(from http://dfsdeals.co.za/)
02:11:24	42800/42800	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Sep%202020%2019:54:45%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/ALT-CAM-O_default-300x300.jpg	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/ALT-CAM-O_default-300x300.jpg	(from http://dfsdeals.co.za/)
02:11:26	67473/67473	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:11:25%20GMT	http://dfsdeals.co.za/product/unisex-t-shirts/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/product/unisex-t-shirts/index.html	(from http://dfsdeals.co.za/)
02:11:26	63372/63372	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Sep%202020%2019:54:39%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/ALT-CPSU_default-300x300.jpg	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/ALT-CPSU_default-300x300.jpg	(from http://dfsdeals.co.za/)
02:11:28	59923/59923	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:11:27%20GMT	http://dfsdeals.co.za/product/unisex-super-club-135-t-shirt/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/product/unisex-super-club-135-t-shirt/index.html	(from http://dfsdeals.co.za/)
02:11:28	46471/46471	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Sep%202020%2019:54:44%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/ALT-ATM-G_default-300x300.jpg	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/ALT-ATM-G_default-300x300.jpg	(from http://dfsdeals.co.za/)
02:11:29	361726/361726	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Sep%202020%2008:39:22%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/pexels-nikolai-ulltang-572463-1500x430.jpg	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/pexels-nikolai-ulltang-572463-1500x430.jpg	(from http://dfsdeals.co.za/)
02:11:30	31306/31306	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Sep%202020%2019:54:39%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/ALT-AJU-GY-MOFR-BOY_default-300x300.jpg	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/ALT-AJU-GY-MOFR-BOY_default-300x300.jpg	(from http://dfsdeals.co.za/)
02:11:31	58031/58031	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:11:30%20GMT	http://dfsdeals.co.za/product/unisex-lando-bodywarmer/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/product/unisex-lando-bodywarmer/index.html	(from http://dfsdeals.co.za/)
02:11:33	59405/59405	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:11:31%20GMT	http://dfsdeals.co.za/product/unisex-eos-180-t-shirt/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/product/unisex-eos-180-t-shirt/index.html	(from http://dfsdeals.co.za/)
02:11:33	63622/63622	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:11:32%20GMT	http://dfsdeals.co.za/product/unisex-championship-shorts-kids-and-adults/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/product/unisex-championship-shorts-kids-and-adults/index.html	(from http://dfsdeals.co.za/)
02:11:34	32811/32811	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Sep%202020%2019:54:42%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/ALT-AJU-BL-MOFR_default-300x300.jpg	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/ALT-AJU-BL-MOFR_default-300x300.jpg	(from http://dfsdeals.co.za/)
02:11:35	59226/59226	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:11:34%20GMT	http://dfsdeals.co.za/product/unisex-cameroon-rain-jacket/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/product/unisex-cameroon-rain-jacket/index.html	(from http://dfsdeals.co.za/)
02:11:36	58627/58627	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:11:35%20GMT	http://dfsdeals.co.za/product/unisex-alti-mac-terry-jacket/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/product/unisex-alti-mac-terry-jacket/index.html	(from http://dfsdeals.co.za/)
02:11:37	36407/36407	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Sep%202020%2019:54:37%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/BAS-8004-R_default-scaled-300x300.jpg	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/BAS-8004-R_default-scaled-300x300.jpg	(from http://dfsdeals.co.za/)
02:11:39	61154/61154	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Sep%202020%2000:11:38%20GMT	http://dfsdeals.co.za/product/unisex-active-joggers-kids-range/	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/product/unisex-active-joggers-kids-range/index.html	(from http://dfsdeals.co.za/)
02:11:40	38898/38898	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Sep%202020%2019:54:56%20GMT	http://dfsdeals.co.za/wp-content/uploads/2020/09/BAS-806-R_default-300x300.jpg	C:/Users/user/Desktop/Group%202%20-%20Elite%20DFS/dfsdeals.co.za/wp-content/uploads/2020/09/BAS-806-R_default-300x300.jpg	(from http://dfsdeals.co.za/)
